,News_Heading,Views_per_day,review_text
231,"Mali Killings: Violence in Mali kills 132 civilians, the government blames Katiba group | WION",8500.0,mali killing violence mali kill one hundred thirty two civilian government blame katiba group
232,Food crisis: EU lashes out at Russia; Moscow blasts West's 'destructive' grain stance | WION,83000.0,food crisis eu lash russia moscow blast west destructive grain stance
233,Japan court rules against gay marriages by upholding the ban as constitutional | English News | WION,7000.0,japan court rule gay marriage upholding ban constitutional
234,France Political paralysis: High-level talks at Elysee Palace | Tough days of negotiations ahead,9000.0,france political paralysis high level talk elysee palace tough day negotiation ahead
235,Fall of Israeli coalition: Bennett and Lapid strike a deal to dissolve the parliament | WION,8500.0,fall israeli coalition bennett lapid strike deal dissolve parliament
236,India marks the 8th International Yoga Day: Indian PM Narendra Modi says Yoga brings peace | WION,16000.0,india mark th international yoga day indian pm narendra modi say yoga brings peace
237,"International Yoga Day: Yoga is more than an exercise, it is a way of life | World English News",6000.0,international yoga day yoga exercise way life
238,International Yoga Day 2022: Why you should practice yoga daily | WION Originals,3800.0,international yoga day practice yoga daily original
239,Australia starts Citizen Science Project in an effort to save sea lions | WION,1900.0,australia start citizen science project effort save sea lion
240,China's Zero-COVID policy burdening waste management systems | WION Climate Tracker,11000.0,china zero covid policy burdening waste management system climate tracker
241,Russia gets pushback from key ally | Kazakh President disagrees with Vladimir Putin | WION,126000.0,russia get pushback key ally kazakh president disagrees vladimir putin
242,New Colombian President to prioritize climate policies | WION Climate Tracker,1550.0,new colombian president prioritize climate policy climate tracker
243,Sudan authorities refuse to purchase wheat from farmers | Wheat harvest waits to rot | WION,6000.0,sudan authority refuse purchase wheat farmer wheat harvest wait rot
244,Indian PM Modi writes to Afghan Sikh community after two killed in Kabul Gurudwara Attack | WION,2900.0,indian pm modi writes afghan sikh community two killed kabul gurudwara attack
245,Bennett & Lapid strike deal to dissolve Parliament | Israel set for fifth election since 2019 | WION,5000.0,bennett lapid strike deal dissolve parliament israel set fifth election since two thousand nineteen
246,Anthony Albanese follows through on climate promises | Emission reduction target doubled | WION,1133.0,anthony albanese follows climate promise emission reduction target doubled
247,Gravitas with Palki Sharma: The Great Inflation 2.0 | WION,13667.0,great inflation
248,"Gravitas Global Headlines: UNSC blocks Pakistan's move against India, IMF visits Sri Lanka | WION",1700.0,global headline unsc block pakistan move india imf visit sri lanka
249,Gravitas: 200 killed in Ethiopia's Oromia region,11000.0,two hundred killed ethiopia oromia region
250,Gravitas: North Korea reports mysterious intestinal disease,49667.0,north korea mysterious intestinal disease
251,Gravitas: Is Israel preparing to attack Iran?,150333.0,israel preparing attack iran
252,Gravitas: NATO Chief: Ukraine war could go on for years,46333.0,nato chief ukraine war could go year
253,Gravitas: Colombia elects former guerrilla rebel as President,4667.0,colombia elect former guerrilla rebel president
254,Gravitas: Islamic State claims attack on Kabul Sikh temple,31667.0,islamic state claim attack kabul sikh temple
255,Gravitas: Emmanuel Macron loses parliamentary majority,28667.0,emmanuel macron loses parliamentary majority
256,Gravitas: Rising inflation triggers protests worldwide,45000.0,rising inflation trigger protest worldwide
257,South Asia Diary | Sri Lanka announces 4-day work weeks,1400.0,south asia diary sri lanka announces day work week
258,US Inflation Crisis: Is America heading towards a recession? | WION Fineprint,11333.0,u inflation crisis america heading towards recession fineprint
259,Gustavo Petro: Colombia's first left-wing President | Latest World News | WION Fineprint,2233.0,gustavo petro colombia first left wing president fineprint
260,French president Emmanuel Macron loses parliamentary majority | WION Fineprint,4333.0,french president emmanuel macron loses parliamentary majority fineprint
261,Gravitas Live: Great inflation 2.0 | Global Economic Crisis explodes | Protests break out worldwide,79667.0,great inflation global economic crisis explodes protest break worldwide
262,United States: Apple headed towards unionisation? | Latest English News | WION,1767.0,united state apple headed towards unionisation
263,"United States: Travel chaos after flights cancelled, passengers left stranded at airports | WION",12667.0,united state travel chaos flight cancelled passenger left stranded airport
264,UNSC members reject Pakistan's attempt to list Indian national as terrorist | WION Dispatch,6000.0,unsc member reject pakistan attempt list indian national terrorist dispatch
265,Reports: Probability of recession soars in United States | Latest English News | WION,30000.0,probability recession soar united state
266,Security concerns over Iran: Israel says there could be more attacks from Iran | WION Dispatch,2900.0,security concern iran israel say could attack iran dispatch
267,South Asia Diary | Sri Lanka announces 4-day work weeks | Gay icon crowned Miss Bhutan,1833.0,south asia diary sri lanka announces day work week gay icon crowned miss bhutan
268,China's May oil imports from Russia soar to record high | Latest English News | WION Dispatch,21667.0,china may oil import russia soar record high dispatch
269,"Pakistan inflation hit 3.38% last week, no deal with IMF yet | International News | WION Dispatch",5000.0,pakistan inflation hit last week no deal imf yet international dispatch
270,WION Live Broadcast: China is now Russia's biggest oil buyer| All you need to know about Cryptocrash,6000.0,broadcast china russia biggest oil buyer need know cryptocrash
271,Ukrainian mechanics convert rally car into combat buggy | Latest English news | WION,4000.0,ukrainian mechanic convert rally car combat buggy
272,'mee suah' handmade Chinese noodles| WION EDGE | International News | World News,1333.0,mee suah handmade chinese noodle edge international
273,UK: Transport Unions to hold 24-hour strikes against job cuts | International News | WION,7000.0,uk transport union hold hour strike job cut international
274,United Kingdom PM: Commonwealth will boost economy | Rwanda | World News | WION,1367.0,united kingdom pm commonwealth boost economy rwanda
275,"French Legislative Elections: Big win for leftist alliance, unprecedented setback for Prez Macron",2533.0,french legislative election big win leftist alliance unprecedented setback prez macron
276,Thai air guitar championship held in Bangkok | WION EDGE | International News | Entertainment News,1000.0,thai air guitar championship held bangkok edge international entertainment
277,Beijing's record import of Russian oil amid sanctions | WION,7000.0,beijing record import russian oil amid sanction
278,WION Live Broadcast: What next for Macron after the poll humbling? | UK braces for travel chaos,2233.0,broadcast next macron poll humbling uk brace travel chaos
