,News_Heading,Duration,Views,Upload_Datetime,Days_from_upload,Clean_views,Views_per_day
958,"'Turkiye's concern on Finland, Sweden membership are legitimate,' says NATO chief | WION",4:43,486K,10 days ago,10,486000.0,48600.0
959,"Gravitas: Russia used a ""vacuum bomb"" on Ukraine",5:14,484K,3 months ago,90,484000.0,5378.0
960,Gravitas Ukraine Direct: Did NATO betray Russia?,4:08,484K,4 months ago,120,484000.0,4033.0
961,‘Go home’: President Zelensky to Russia; Ukrainians yell at armed Russian soldiers invasion,2:07,484K,3 months ago,90,484000.0,5378.0
962,Gravitas LIVE | WION Ground Report: Israel rocket strikes | Palki Sharma Upadhyay,48:00,484K,Streamed 1 year ago,360,484000.0,1344.0
963,Gravitas Live with Palki Sharma | Pakistan heading towards a civil war? | Pak-IMF bailout talks fail,50:01,485K,Streamed 3 weeks ago,21,485000.0,23095.0
964,Gravitas Plus: NAVIC: India's own satellite-based navigation system,8:02,486K,2 weeks ago,14,486000.0,34714.0
965,Gravitas Plus | Saudi Arabia Vs Iran: The Rivalry explained,9:00,484K,5 months ago,150,484000.0,3227.0
966,Afghanistan: Taliban calls for NRF to lay down their arms as they surround Panjshir Valley | English,1:55,482K,9 months ago,270,482000.0,1785.0
967,21 strange rules in Kim Jong un's North Korea,5:02,483K,5 months ago,150,483000.0,3220.0
968,US strips Indian man of citizenship,7:32,482K,4 years ago,1440,482000.0,335.0
969,Russia-Ukraine Conflict: Russian missiles set ablaze oil terminal in Ukrainian town of Vasylkiv,5:00,481K,3 months ago,90,481000.0,5344.0
970,Gravitas: Will Europe still bankroll Russia's Ukraine invasion?,6:33,480K,3 months ago,90,480000.0,5333.0
971,Gravitas: China violates India's territorial integrity,4:36,480K,2 years ago,720,480000.0,667.0
972,Gravitas: Western press calls India Quad's weakest link,4:44,479K,1 year ago,360,479000.0,1331.0
973,Gravitas: Beirut blasts | Lebanese People call on France to takeover Lebanon,5:52,479K,1 year ago,360,479000.0,1331.0
974,Gravitas: Big takeaways from India's state election results,6:24,479K,3 months ago,90,479000.0,5322.0
975,"Gravitas: Gaffes, Hits & Misses: Decoding Biden's State Of The Union Address",5:16,479K,3 months ago,90,479000.0,5322.0
976,Gravitas: U.S. moves to block Chinese investments,3:05,478K,2 years ago,720,478000.0,664.0
977,Report: ISIS bomber carried out attack | Kabul Airport Blast | Latest World English News | WION,4:34,477K,9 months ago,270,477000.0,1767.0
978,Gravitas: U.S. congresswoman Ilhan Omar to visit Pakistan,5:37,475K,2 months ago,60,475000.0,7917.0
979,Gravitas: The soft power of Diwali,6:00,475K,7 months ago,210,475000.0,2262.0
980,US B-52 bombers hit Taliban's positions in Afghanistan | Kunduz | Sar-e Pul | Latest English News,12:31,475K,10 months ago,300,475000.0,1583.0
981,China hails Russia friendship and condemns the west for double standards on Ukraine | English News,9:36,475K,3 months ago,90,475000.0,5278.0
982,Gravitas Live With Palki Sharma Upadhyay | The Great Russian Showdown | Putin vs. Navalny,50:19,474K,Streamed 1 year ago,360,474000.0,1317.0
983,Gravitas: China sends 30 warplanes into Taiwan air defence zone,5:29,474K,3 weeks ago,21,474000.0,22571.0
984,Your Story: Top Chinese General threatenes to attack Taiwan | China Taiwan face off | WION,6:55,474K,2 years ago,720,474000.0,658.0
985,Gravitas: The Interview with General Bipin Rawat,19:52,474K,1 year ago,360,474000.0,1317.0
986,Gravitas: Tories want Rishi Sunak to be UK'S next Prime Minister,4:03,474K,5 months ago,150,474000.0,3160.0
987,"7 dead, 60 infected by new disease in China | WION News",1:40,473K,1 year ago,360,473000.0,1314.0
988,"After Gurmeet Ram Rahim found guilty, violence erupted in Panchkula",2:48,474K,4 years ago,1440,474000.0,329.0
989,New Zealand passes Motion on Pulwama,1:29,473K,3 years ago,1080,473000.0,438.0
990,"Israel-Palestinian Conflict: Desperate Gazans flee Israeli bombardment in cars, carts | World News",8:40,472K,1 year ago,360,472000.0,1311.0
